timestamp,unix_time,cpu_load,ram_usage,ambient_temp,cpu_temp
2026-01-31 17:06:14,1769859374,2.5,24.6,22.19,60.25
2026-01-31 17:06:15,1769859375,21.4,24.7,22.17,61.0
2026-01-31 17:06:17,1769859377,2.2,24.7,22.16,59.88
2026-01-31 17:06:19,1769859379,20.9,24.7,22.15,60.5
2026-01-31 17:06:20,1769859380,1.8,24.7,22.14,59.75
2026-01-31 17:06:22,1769859382,19.6,24.7,22.13,60.25
2026-01-31 17:06:23,1769859383,8.5,24.7,22.12,59.88
2026-01-31 17:06:25,1769859385,7.8,24.7,22.11,60.25
2026-01-31 17:06:26,1769859386,21.9,24.7,22.1,60.62
2026-01-31 17:06:28,1769859388,2.2,24.7,22.09,60.12
2026-01-31 17:06:29,1769859389,21.3,24.7,22.08,60.62
2026-01-31 17:06:31,1769859391,1.8,24.8,22.07,59.5
2026-01-31 17:06:32,1769859392,21.4,24.7,22.06,60.38
2026-01-31 17:06:34,1769859394,2.0,24.7,22.05,59.62
2026-01-31 17:06:36,1769859396,21.0,24.7,22.05,60.12
2026-01-31 17:06:37,1769859397,21.3,24.7,22.04,60.62
2026-01-31 17:06:39,1769859399,2.2,24.7,22.03,59.62
2026-01-31 17:06:40,1769859400,2.2,24.6,22.03,57.38
2026-01-31 17:06:42,1769859402,3.3,24.3,22.02,55.5
2026-01-31 17:06:43,1769859403,1.5,24.3,22.02,55.0
2026-01-31 17:06:45,1769859405,1.2,24.3,22.02,53.38
2026-01-31 17:06:47,1769859407,1.5,24.3,22.01,51.88
2026-01-31 17:06:48,1769859408,1.5,24.3,22.01,50.5
2026-01-31 17:06:50,1769859410,1.8,24.2,22.01,49.75
2026-01-31 17:06:51,1769859411,1.8,24.2,22.0,48.75
2026-01-31 17:06:53,1769859413,2.3,24.3,22.0,48.5
2026-01-31 17:06:54,1769859414,6.5,24.3,22.0,47.75
2026-01-31 17:06:56,1769859416,3.2,24.3,22.0,47.0
2026-01-31 17:06:57,1769859417,7.0,24.3,22.0,46.38
2026-01-31 17:06:59,1769859419,3.2,24.4,22.0,48.0
2026-01-31 17:07:00,1769859420,1.3,24.7,22.0,49.62
2026-01-31 17:07:02,1769859422,11.9,24.7,22.0,50.25
2026-01-31 17:07:04,1769859424,2.3,24.8,22.0,50.12
2026-01-31 17:07:05,1769859425,13.2,24.8,22.01,50.62
